"http://jumpstart.doublenegative.com.au/jumpstart/examples/component/coreinputcomponents","HTML Checkbox","http://tapestry.apache.org/current/tapestry-core/ref/org/apache/tapestry5/corelib/components/Checkbox.html",1,,1,1,8,"Checkbox",1
,"List of checkboxes","",1,,2,1,8,"CheckList",1
"http://jumpstart.doublenegative.com.au/jumpstart/examples/component/coreinputcomponents","Date chooser with pop-up calendar",,1,,3,1,8,"DateField",1
